timestamp,cell_id,cell_type,slice_type,throughput_mbps,latency_ms,packet_loss_pct,handover_count,rsrp_dbm,rsrq_db,prb_utilization_pct,active_users,sla_compliant,hour_of_day,day_of_week,is_peak_hour,throughput_per_user,spectral_efficiency,cell_type_enc,slice_type_enc,throughput_mbps_norm,latency_ms_norm,packet_loss_pct_norm,handover_count_norm,rsrp_dbm_norm,rsrq_db_norm,prb_utilization_pct_norm,active_users_norm,throughput_per_user_norm,spectral_efficiency_norm
2024-01-01 00:00:00,CELL_007,micro,eMBB,864.5,6.418,0.4494,3,-97.3,-7.29,56.2,36,1,0,0,0,24.014,15.3826,1,2,0.5898565046081906,0.14761564631775947,0.12894225017331,0.25,0.45399999999999996,0.7476470588235294,0.4736511525657937,0.14,0.01653160453808752,0.4599394433445907
2024-01-01 00:01:00,CELL_020,micro,mMTC,48.97,29.693,0.5957,8,-104.8,-6.69,35.5,197,1,0,0,0,0.249,1.3794,1,3,0.01887014252359545,0.7912358697362442,0.17107816976311402,0.6666666666666666,0.3039999999999998,0.7829411764705883,0.21361723509829786,0.784,0.0001064370207310288,0.0307962464680392
2024-01-01 00:02:00,CELL_015,macro,mMTC,53.18,10.869,0.3442,2,-103.8,-14.02,38.6,215,1,0,0,0,0.247,1.3777,0,3,0.02181773805579678,0.27069850837729437,0.09864355748125682,0.16666666666666666,0.32399999999999984,0.351764705882353,0.2525595125934301,0.856,0.00010505472176049596,0.03074414813089554
2024-01-01 00:03:00,CELL_011,macro,mMTC,62.44,25.479,0.5568,3,-87.2,-15.24,33.3,206,1,0,0,0,0.303,1.8751,0,3,0.02830104794372653,0.6747067345488974,0.15987456571633768,0.25,0.6559999999999999,0.28,0.18598078010175237,0.8200000000000001,0.00014375909293541552,0.04598750865751779
2024-01-01 00:04:00,CELL_008,micro,mMTC,43.89,21.725,0.682,1,-91.6,-14.06,24.0,199,1,0,0,0,0.221,1.8288,1,3,0.01531342392416963,0.5708979131219161,0.1959334661445227,0.08333333333333333,0.5680000000000001,0.3494117647058824,0.06915394761635577,0.792,8.708483514356903e-05,0.0445685951223698
2024-01-01 00:05:00,CELL_007,macro,eMBB,682.82,9.203,0.3167,2,-112.2,-9.13,94.1,45,1,0,0,0,15.174,7.2563,0,2,0.4626548047767568,0.22462885027997126,0.09072327184407561,0.16666666666666666,0.1559999999999997,0.6394117647058823,0.9497519000062811,0.176,0.01042184308833236,0.21090019797368115
2024-01-01 00:06:00,CELL_019,micro,eMBB,790.87,10.6,0.0929,1,-114.6,-18.43,75.1,50,1,0,0,0,15.817,10.5309,1,2,0.5383050891602136,0.26325989011308076,0.02626654727676094,0.08333333333333333,0.1080000000000001,0.09235294117647075,0.7110734250361158,0.196,0.01086625220735867,0.31125385374464465
2024-01-01 00:07:00,CELL_011,macro,URLLC,306.01,1.655,0.0343,3,-118.5,-8.56,56.4,12,1,0,0,0,25.501,5.4257,0,1,0.1988345025228896,0.015905093185976788,0.009389138609894808,0.25,0.029999999999999805,0.6729411764705883,0.47616355756547957,0.044,0.01755934382267869,0.15479948269415825
2024-01-01 00:08:00,CELL_011,micro,eMBB,775.87,10.109,0.4414,4,-71.5,-14.97,68.6,33,1,0,0,0,23.511,11.3101,1,2,0.5278029673115152,0.2496823378166908,0.1266381670788573,0.3333333333333333,0.97,0.2958823529411765,0.6294202625463224,0.128,0.016183956346998513,0.3351332798048458
2024-01-01 00:09:00,CELL_004,micro,mMTC,35.76,15.674,0.0757,1,-112.3,-7.01,53.6,200,1,0,0,0,0.179,0.6672,1,3,0.009621273882175145,0.4035704814611104,0.021312768623687608,0.08333333333333333,0.15399999999999991,0.7641176470588236,0.44098988756987634,0.796,5.805655676237934e-05,0.008970107812911809
2024-01-01 00:10:00,CELL_008,macro,eMBB,878.42,12.022,0.3158,4,-117.4,-3.7,78.0,55,1,0,0,0,15.971,11.2618,0,2,0.5996024736837826,0.3025822513462101,0.09046406249594968,0.3333333333333333,0.0519999999999996,0.9588235294117647,0.7475032975315622,0.216,0.010972689228089699,0.33365307410835227
2024-01-01 00:11:00,CELL_003,macro,eMBB,879.42,9.848,0.2462,1,-95.6,-8.07,67.4,36,1,0,0,0,24.428,13.0478,0,2,0.6003026151403625,0.24246494240048355,0.07041853957421107,0.08333333333333333,0.488,0.701764705882353,0.614345832548207,0.14,0.01681774042498782,0.3883869741898709
2024-01-01 00:12:00,CELL_002,macro,eMBB,815.91,9.096,0.3651,0,-115.1,-18.27,68.9,45,1,0,0,0,18.131,11.8419,0,2,0.5558366312329739,0.22166999468788628,0.10466297456551453,0.0,0.09799999999999986,0.10176470588235298,0.6331888700458516,0.176,0.012465572116265167,0.3514308655066104
2024-01-01 00:13:00,CELL_012,micro,HC,1201.89,3.555,0.4502,3,-77.2,-11.84,86.6,12,1,0,0,0,100.158,13.8786,1,0,0.8260772306436788,0.06844551958748575,0.12917265848275528,0.25,0.8559999999999999,0.4800000000000001,0.855536712518058,0.044,0.06915849094421386,0.41384773801278557
2024-01-01 00:14:00,CELL_006,pico,eMBB,870.92,9.419,1.2384,5,-75.1,-14.82,86.8,41,1,0,0,0,21.242,10.0336,2,2,0.5943514127594335,0.23060186717614284,0.3561824453637089,0.41666666666666663,0.8979999999999999,0.30470588235294116,0.858049117517744,0.16,0.014615738164929004,0.2960135578260896
2024-01-01 00:15:00,CELL_002,macro,URLLC,234.54,1.07983,0.0094,1,-95.5,-6.44,55.0,10,1,0,0,0,23.454,4.2644,0,1,0.14879539262112507,0.0,0.002217679978410737,0.08333333333333333,0.48999999999999977,0.7976470588235294,0.458576722567678,0.036000000000000004,0.016144560826338326,0.11921018920890208
2024-01-01 00:16:00,CELL_001,micro,URLLC,306.08,1.866,0.0506,2,-107.7,-6.94,70.0,14,1,0,0,0,21.863,4.3726,1,1,0.19888351242485017,0.02173984580214437,0.014083707914842213,0.16666666666666666,0.246,0.7682352941176471,0.6470070975441242,0.052000000000000005,0.01504494199527945,0.12252609513769286
2024-01-01 00:17:00,CELL_012,macro,eMBB,760.1,9.996,0.0022,2,-110.9,-11.91,79.0,45,1,0,0,0,16.891,9.6215,0,2,0.5167617365412505,0.2465575650886011,0.00014400519340329468,0.16666666666666666,0.18199999999999994,0.47588235294117653,0.7600653225299919,0.176,0.011608546754534804,0.28338430798085235
2024-01-01 00:18:00,CELL_012,macro,URLLC,193.99,1.962,0.0102,4,-117.6,-5.07,50.8,9,1,0,0,0,21.554,3.8187,0,1,0.12040465655681065,0.0243945199782206,0.0024480882878560087,0.3333333333333333,0.04800000000000004,0.878235294117647,0.405816217574273,0.032,0.014831376804332125,0.10555123105306063
2024-01-01 00:19:00,CELL_017,pico,mMTC,24.51,25.424,1.0478,1,-113.1,-17.75,33.0,196,1,0,0,0,0.125,0.7427,2,3,0.00174468249565142,0.6731858274688537,0.301287665638373,0.08333333333333333,0.1379999999999999,0.13235294117647056,0.18221217260222347,0.78,2.073448455799263e-05,0.011283886903703886
2024-01-01 00:20:00,CELL_010,macro,URLLC,231.97,1.621,0.0183,2,-112.5,-12.8,52.4,11,1,0,0,0,21.088,4.4269,0,1,0.14699602907771475,0.014964896081949789,0.004780972420989382,0.16666666666666666,0.1499999999999999,0.42352941176470593,0.42591545757176064,0.039999999999999994,0.014509301144197975,0.12419017731822277
2024-01-01 00:21:00,CELL_016,macro,mMTC,40.71,21.074,0.1659,1,-98.6,-3.28,23.7,198,1,0,0,0,0.206,1.7177,0,3,0.013086974092245587,0.5528959038653991,0.04729130551364195,0.08333333333333333,0.42799999999999994,0.983529411764706,0.06538534011682681,0.788,7.67175928645727e-05,0.041163815559628086
2024-01-01 00:22:00,CELL_015,macro,eMBB,915.21,7.742,0.9264,1,-70.5,-6.92,82.9,60,1,0,0,0,15.254,11.0399,0,2,0.6253606778713567,0.184228027662811,0.26632320468005305,0.08333333333333333,0.99,0.7694117647058825,0.8090572200238679,0.236,0.010477135047153674,0.3268527088070707
2024-01-01 00:23:00,CELL_015,macro,eMBB,868.7,9.299,0.7146,4,-73.2,-10.04,80.3,45,1,0,0,0,19.304,10.8182,0,2,0.5927970987258262,0.2272835244560475,0.2053226047544175,0.3333333333333333,0.9359999999999997,0.5858823529411765,0.7763959550279507,0.176,0.013276290462482679,0.3200584727219236
2024-01-01 00:24:00,CELL_019,macro,HC,1040.64,4.042,0.3538,2,-81.3,-19.12,80.7,7,1,0,0,0,148.663,12.8952,0,0,0.7131794207701719,0.08191246045987251,0.10140845719460008,0.16666666666666666,0.774,0.051764705882352935,0.7814207650273226,0.024,0.10268269672706162,0.3837103822792104
2024-01-01 00:25:00,CELL_012,macro,eMBB,1097.77,8.336,0.0326,0,-118.0,-9.58,65.8,51,1,0,0,0,21.525,16.6834,0,2,0.7531785021845808,0.20065382412728272,0.008899520952323606,0.0,0.040000000000000036,0.6129411764705883,0.5942465925507192,0.2,0.014811333469259398,0.4998038650836944
2024-01-01 00:26:00,CELL_020,micro,URLLC,233.61,2.338,0.0404,6,-86.4,-18.31,59.4,15,1,0,0,0,15.574,3.9328,1,1,0.14814426106650577,0.034791993834519225,0.011146001969415004,0.5,0.6719999999999997,0.09941176470588253,0.5138496325607689,0.055999999999999994,0.010698302882438929,0.10904794885782057
2024-01-01 00:27:00,CELL_003,macro,mMTC,25.01,35.636,1.4727,6,-103.9,-12.78,29.1,221,1,0,0,0,0.113,0.8595,0,3,0.0020947532239413667,0.955576792948964,0.42366327899249273,0.5,0.3219999999999996,0.42470588235294127,0.13322027510834747,0.88,1.2440690734795583e-05,0.014863349126280241
2024-01-01 00:28:00,CELL_005,micro,eMBB,848.55,7.965,0.2144,5,-101.4,-16.68,98.1,43,1,0,0,0,19.734,8.6498,1,2,0.5786892483757414,0.19039461455098808,0.06125980927376153,0.41666666666666663,0.3719999999999999,0.19529411764705884,1.0,0.168,0.013573484741147241,0.25360551139114823
2024-01-01 00:29:00,CELL_019,macro,mMTC,41.45,27.616,1.7638,5,-75.5,-3.11,29.8,189,1,0,0,0,0.219,1.3909,0,3,0.013605078770114708,0.7338008878225946,0.5075031025918909,0.41666666666666663,0.8899999999999999,0.993529411764706,0.1420136926072483,0.752,8.570253617303619e-05,0.03114867639577575
2024-01-01 00:30:00,CELL_007,macro,eMBB,883.02,3.484,1.2315,1,-99.7,-19.32,68.7,39,1,0,0,0,22.642,12.8533,0,2,0.6028231243840501,0.06648216681142935,0.35419517369474346,0.08333333333333333,0.4059999999999999,0.040000000000000036,0.6306764650461656,0.152,0.015583347444301992,0.38242631149902245
2024-01-01 00:31:00,CELL_009,micro,eMBB,824.23,7.547,0.199,1,-84.2,-13.36,78.3,54,1,0,0,0,15.264,10.5266,1,2,0.5616618081517186,0.1788357207426561,0.05682444931694006,0.08333333333333333,0.7159999999999997,0.3905882352941177,0.7512719050310911,0.212,0.010484046542006338,0.31112207559775185
2024-01-01 00:32:00,CELL_007,pico,eMBB,782.25,11.713,0.2123,7,-108.4,-13.3,65.8,44,1,0,0,0,17.778,11.8883,2,2,0.5322698698044949,0.29403751884196466,0.06065498746146769,0.5833333333333333,0.23199999999999976,0.3941176470588236,0.5942465925507192,0.172,0.01222159634796612,0.3528528436498256
2024-01-01 00:33:00,CELL_018,macro,mMTC,45.4,24.841,0.765,5,-100.0,-13.87,22.1,234,1,0,0,0,0.194,2.0543,0,3,0.016370637523605257,0.6570642124203908,0.21983832824946958,0.41666666666666663,0.3999999999999999,0.36058823529411776,0.04528610011933923,0.932,6.842379904137566e-05,0.051479286314073294
2024-01-01 00:34:00,CELL_004,pico,eMBB,797.54,11.18,0.3708,3,-90.1,-16.88,76.1,45,1,0,0,0,17.723,10.4802,2,2,0.5429750326756013,0.27929854659354136,0.1063046337703121,0.25,0.5980000000000001,0.18352941176470594,0.7236354500345455,0.176,0.012183583126276466,0.3097000974545366
2024-01-01 00:35:00,CELL_014,micro,mMTC,29.06,19.915,0.5237,3,-82.0,-5.54,18.6,201,1,0,0,0,0.145,1.5624,1,3,0.004930326123089905,0.5208462437604786,0.15034142191303962,0.25,0.7599999999999998,0.8505882352941176,0.0013190126248351364,0.8,3.455747426332104e-05,0.03640447923115113
2024-01-01 00:36:00,CELL_018,micro,HC,1084.53,2.99,0.1381,4,-110.8,-4.0,78.1,5,1,0,0,0,216.906,13.8864,1,0,0.7439086292994631,0.05282165594703704,0.03928461676041877,0.3333333333333333,0.18399999999999972,0.9411764705882353,0.7487595000314051,0.016,0.14984881105009798,0.414086777442033
2024-01-01 00:37:00,CELL_009,micro,URLLC,326.15,2.268,0.0209,2,-96.9,-12.88,55.9,12,1,0,0,0,27.179,5.8345,1,1,0.2129353514584085,0.032856293914463625,0.005529799426686513,0.16666666666666666,0.46199999999999974,0.4188235294117647,0.4698825450662647,0.044,0.018719092658955744,0.1673276004731755
2024-01-01 00:38:00,CELL_002,macro,URLLC,212.38,2.283,0.2024,9,-107.3,-18.49,56.9,8,0,0,0,0,26.548,3.7325,0,1,0.13328025794331477,0.03327108675447554,0.05780368463208246,0.75,0.254,0.08882352941176475,0.48244457006469443,0.028,0.018282977333752632,0.10290953889907019
2024-01-01 00:39:00,CELL_020,macro,URLLC,225.1,2.161,0.0958,6,-75.7,-15.72,48.9,15,1,0,0,0,15.007,4.6033,0,1,0.14218605727101094,0.029897438322378646,0.02710177739850005,0.5,0.8859999999999999,0.251764705882353,0.38194837007725646,0.055999999999999994,0.010306421124292869,0.1295961459488946
2024-01-01 00:40:00,CELL_015,micro,eMBB,976.66,7.326,0.3394,3,-87.2,-17.96,82.1,55,1,0,0,0,17.757,11.896,1,2,0.6683843703781908,0.1727244395664806,0.09726110762458517,0.25,0.6559999999999999,0.1200000000000001,0.799007600025124,0.216,0.012207082208775527,0.3530888184710058
2024-01-01 00:41:00,CELL_007,macro,URLLC,232.98,1.916,0.0106,2,-85.0,-9.14,58.2,14,1,0,0,0,16.641,4.0031,0,1,0.14770317194886043,0.023122488602184074,0.0025632924425786443,0.16666666666666666,0.7,0.6388235294117647,0.4987752025626532,0.052000000000000005,0.011435759383218199,0.11120236832911438
2024-01-01 00:42:00,CELL_012,pico,URLLC,343.43,1.875,0.0709,4,-101.4,-8.14,61.3,13,1,0,0,0,26.418,5.6024,2,1,0.22503379582810895,0.02198872150615151,0.019930318767015977,0.3333333333333333,0.3719999999999999,0.6976470588235294,0.5377174800577853,0.048,0.018193127900667995,0.1602146451490319
